(256.0, 388, 236.0, 396.0),False
(248.0, 385, 236.0, 396.0),False
(241.0, 382, 236.0, 396.0),False
(235.0, 379, 236.0, 396.0),False
(230.0, 376, 236.0, 396.0),False
(226.0, 373, 236.0, 396.0),False
(223.0, 370, 236.0, 396.0),False
(221.0, 367, 236.0, 396.0),False
(220.0, 364, 236.0, 396.0),False
(220.0, 361, 236.0, 396.0),False
(221.0, 358, 236.0, 396.0),False
(223.0, 355, 236.0, 396.0),False
(226.0, 352, 236.0, 396.0),False
(230.0, 349, 236.0, 396.0),False
(235.0, 346, 236.0, 396.0),False
(241.0, 343, 236.0, 396.0),False
(248.0, 340, 236.0, 396.0),False
(256.0, 337, 236.0, 396.0),False
(265.0, 334, 236.0, 396.0),False
(275.0, 331, 236.0, 396.0),False
(285.0, 328, 236.0, 396.0),False
(295.0, 325, 236.0, 396.0),False
(305.0, 322, 236.0, 396.0),False
(315.0, 319, 236.0, 396.0),False
(325.0, 316, 236.0, 396.0),False
(335.0, 313, 236.0, 396.0),False
(345.0, 310, 236.0, 396.0),False
(355.0, 307, 236.0, 396.0),False
(365.0, 304, 236.0, 396.0),False
(375.0, 301, 236.0, 396.0),False
(385.0, 298, 236.0, 396.0),False
(395.0, 295, 236.0, 396.0),False
(405.0, 292, 236.0, 396.0),False
(415.0, 289, 236.0, 396.0),False
(425.0, 286, 236.0, 396.0),False
(435.0, 283, 236.0, 396.0),False
(445.0, 280, 236.0, 396.0),False
(455.0, 277, 236.0, 396.0),False
(465.0, 274, 236.0, 396.0),False
(475.0, 271, 236.0, 396.0),False
(485.0, 268, 236.0, 396.0),False
